epoch,mean_test_auc,std_test_auc,count
0,0.977995,0.005906,5
1,0.983272,0.003841,5
2,0.986740,0.001457,5
3,0.986025,0.006321,5
4,0.987395,0.002696,3
5,0.986474,0.007913,2
6,0.992431,0.000000,1
