epoch: 0,  train auc: 0.879770357091328,   val auc: 0.8645529848614681,  test auc: 0.8259697567389875
epoch: 1,  train auc: 0.8661561735863503,   val auc: 0.8434923355231839,  test auc: 0.7897545474468552
epoch: 2,  train auc: 0.9488299075185609,   val auc: 0.9437113205750738,  test auc: 0.8964716195485426
epoch: 3,  train auc: 0.9654125830206454,   val auc: 0.9570218032942969,  test auc: 0.9133355248739864
epoch: 4,  train auc: 0.9763692335837666,   val auc: 0.9652480243739884,  test auc: 0.9103002410694718
epoch: 5,  train auc: 0.9761945401342287,   val auc: 0.9653622774445396,  test auc: 0.9180363795748412
epoch: 6,  train auc: 0.9830302170159435,   val auc: 0.9739502999143101,  test auc: 0.9230878807801884
epoch: 7,  train auc: 0.9860478636476371,   val auc: 0.9817004665333714,  test auc: 0.9383190883190884
epoch: 8,  train auc: 0.9896254251816954,   val auc: 0.9888031990859754,  test auc: 0.9429103659872891
epoch: 9,  train auc: 0.992353448462839,   val auc: 0.9891459582976292,  test auc: 0.9454963839579225
epoch: 10,  train auc: 0.9934774039563233,   val auc: 0.9873940778825097,  test auc: 0.9376616261231646
epoch: 11,  train auc: 0.9946601799837613,   val auc: 0.9882319337332192,  test auc: 0.9465811965811965
epoch: 12,  train auc: 0.9970342191697888,   val auc: 0.992002285061411,  test auc: 0.9540214770984002
epoch: 13,  train auc: 0.996859761473894,   val auc: 0.9900028563267639,  test auc: 0.950471181240412
epoch: 14,  train auc: 0.9971160256839448,   val auc: 0.9940017137960584,  test auc: 0.9504492658338812
epoch: 15,  train auc: 0.9984725521463483,   val auc: 0.9891078739407788,  test auc: 0.9520162174008328
epoch: 16,  train auc: 0.9970985799143555,   val auc: 0.9909930496048749,  test auc: 0.9624808240192856
epoch: 17,  train auc: 0.9991583594941292,   val auc: 0.991830905455584,  test auc: 0.9511943896559282
epoch: 18,  train auc: 0.9993141926522191,   val auc: 0.993163857945349,  test auc: 0.9570293666447512
epoch: 19,  train auc: 0.9993851544987925,   val auc: 0.992459297343616,  test auc: 0.9560979618671925
epoch: 20,  train auc: 0.9986267350289363,   val auc: 0.990840712177473,  test auc: 0.949183651106728
epoch: 21,  train auc: 0.999274350286535,   val auc: 0.9924212129867656,  test auc: 0.9584703046241508
epoch: 22,  train auc: 0.9996748957261636,   val auc: 0.9896600971151099,  test auc: 0.9544104755643216
epoch: 23,  train auc: 0.9996355248677657,   val auc: 0.9912025135675522,  test auc: 0.9541255752794215
epoch: 24,  train auc: 0.999804088722583,   val auc: 0.9926116347710178,  test auc: 0.9622726276572431
epoch: 25,  train auc: 0.9998568975386376,   val auc: 0.9917928210987337,  test auc: 0.9549802761341223
epoch: 26,  train auc: 0.9999759531284036,   val auc: 0.989126916119204,  test auc: 0.9584374315143546
epoch: 27,  train auc: 0.9999040482672579,   val auc: 0.9926116347710179,  test auc: 0.957506026736796
epoch: 28,  train auc: 0.9999028694990424,   val auc: 0.9927068456631439,  test auc: 0.953626999780846
epoch: 29,  train auc: 0.9999092348474061,   val auc: 0.9881272017518804,  test auc: 0.9552925706771861
epoch: 30,  train auc: 0.999992927390707,   val auc: 0.9914691040655051,  test auc: 0.9562294543063774
epoch: 31,  train auc: 0.999944126386585,   val auc: 0.9914310197086547,  test auc: 0.9490247644093799
epoch: 32,  train auc: 0.9986104680275625,   val auc: 0.9872226982766829,  test auc: 0.9250876616261233
epoch: 33,  train auc: 0.999966994489966,   val auc: 0.9944968104351137,  test auc: 0.9521203155818541
epoch: 34,  train auc: 0.9998910818168874,   val auc: 0.9942111777587356,  test auc: 0.9448498794652641
epoch: 35,  train auc: 0.9994952514501206,   val auc: 0.9921355803103875,  test auc: 0.9426802542187158
epoch: 36,  train auc: 0.9999212582832042,   val auc: 0.9938684185470819,  test auc: 0.9566458470304624
