epoch: 0,  train auc: 0.647018448048972,   val auc: 0.6668528263639629,  test auc: 0.6591314922654248
epoch: 1,  train auc: 0.6625442240980985,   val auc: 0.6724297228211797,  test auc: 0.6741476345653438
epoch: 2,  train auc: 0.6948115313988416,   val auc: 0.7092567385012083,  test auc: 0.6998624340423714
epoch: 3,  train auc: 0.7346819513014254,   val auc: 0.7356769485931196,  test auc: 0.7038834589386692
epoch: 4,  train auc: 0.731541082623753,   val auc: 0.7781175145446694,  test auc: 0.7238716113702405
epoch: 5,  train auc: 0.7488418382454314,   val auc: 0.7941310118731171,  test auc: 0.7194030520255768
epoch: 6,  train auc: 0.7340328726937134,   val auc: 0.7749910018054946,  test auc: 0.7234042974974143
epoch: 7,  train auc: 0.7390509361769653,   val auc: 0.7783604399668472,  test auc: 0.7215881998679944
epoch: 8,  train auc: 0.7523084550232524,   val auc: 0.8072512093438103,  test auc: 0.7259152115116481
epoch: 9,  train auc: 0.744593237074594,   val auc: 0.7984977943321192,  test auc: 0.7224089494008397
epoch: 10,  train auc: 0.7510447991873185,   val auc: 0.7902382644504689,  test auc: 0.7266424210342899
epoch: 11,  train auc: 0.750034066667746,   val auc: 0.7920120984645774,  test auc: 0.73360201570233
epoch: 12,  train auc: 0.7510862568800599,   val auc: 0.7933634494301923,  test auc: 0.7278726410450835
epoch: 13,  train auc: 0.744503281703309,   val auc: 0.7760773494268537,  test auc: 0.7323661950804985
epoch: 14,  train auc: 0.7591981096869971,   val auc: 0.8040649819175373,  test auc: 0.7296023756535787
epoch: 15,  train auc: 0.7295843738104623,   val auc: 0.7571551479709375,  test auc: 0.7210282335450479
epoch: 16,  train auc: 0.7559950058274736,   val auc: 0.7976707892920707,  test auc: 0.7272844718738746
epoch: 17,  train auc: 0.7518800989956749,   val auc: 0.7812669226132233,  test auc: 0.7248111441370786
epoch: 18,  train auc: 0.7606877936385343,   val auc: 0.8092719016836485,  test auc: 0.7292463277239133
epoch: 19,  train auc: 0.7651072618421465,   val auc: 0.8092425759905547,  test auc: 0.7311997596724401
epoch: 20,  train auc: 0.7673108300785956,   val auc: 0.80577672486002,  test auc: 0.7310874333712019
epoch: 21,  train auc: 0.7604918944910283,   val auc: 0.8071689718367064,  test auc: 0.7369771371974072
epoch: 22,  train auc: 0.7589249774472433,   val auc: 0.7957604372151283,  test auc: 0.7396384761689103
epoch: 23,  train auc: 0.7549949857958225,   val auc: 0.7949704981968904,  test auc: 0.7240067005102928
epoch: 24,  train auc: 0.7548363457133818,   val auc: 0.793653822706378,  test auc: 0.7371996739237648
epoch: 25,  train auc: 0.771884506974262,   val auc: 0.8051224087520807,  test auc: 0.7274554493280396
epoch: 26,  train auc: 0.7633244992193042,   val auc: 0.7899406897789049,  test auc: 0.7322696507883809
epoch: 27,  train auc: 0.7724588011731892,   val auc: 0.805985135837691,  test auc: 0.7245879457291929
epoch: 28,  train auc: 0.7736285313841402,   val auc: 0.8045213957892828,  test auc: 0.7297262581258306
epoch: 29,  train auc: 0.7666580655371545,   val auc: 0.7982749958632491,  test auc: 0.7324749484893772
epoch: 30,  train auc: 0.7785766601879371,   val auc: 0.8136900436569391,  test auc: 0.7360547669994858
epoch: 31,  train auc: 0.7811311723563499,   val auc: 0.8300425608377553,  test auc: 0.7388703371593659
epoch: 32,  train auc: 0.7548462227828086,   val auc: 0.7706379561845619,  test auc: 0.7367927748873668
epoch: 33,  train auc: 0.7750255296124596,   val auc: 0.7966955935439536,  test auc: 0.715127336255496
epoch: 34,  train auc: 0.7750609072603056,   val auc: 0.8240276762026572,  test auc: 0.72958627956983
epoch: 35,  train auc: 0.7809491888213786,   val auc: 0.827519859669669,  test auc: 0.734572086226538
epoch: 36,  train auc: 0.7893916901616024,   val auc: 0.8243650537190582,  test auc: 0.7341674331258045
epoch: 37,  train auc: 0.7958917208134509,   val auc: 0.8231529984748139,  test auc: 0.734159867783177
epoch: 38,  train auc: 0.7896053554498941,   val auc: 0.8315990231030659,  test auc: 0.7372529409410671
epoch: 39,  train auc: 0.7958494234900103,   val auc: 0.8047214209583393,  test auc: 0.7375468465977513
epoch: 40,  train auc: 0.7681558433523801,   val auc: 0.7667588655799946,  test auc: 0.7062826972896359
epoch: 41,  train auc: 0.7897479588172485,   val auc: 0.8050391513845365,  test auc: 0.7284799929386057
epoch: 42,  train auc: 0.7987394328332886,   val auc: 0.8157602911538839,  test auc: 0.7282052061238777
epoch: 43,  train auc: 0.8076306107490282,   val auc: 0.8222908706402222,  test auc: 0.7330755229824403
epoch: 44,  train auc: 0.820236484246202,   val auc: 0.7973824299806755,  test auc: 0.7218567331141302
epoch: 45,  train auc: 0.7946060902268606,   val auc: 0.7925525277841068,  test auc: 0.7162205878946317
epoch: 46,  train auc: 0.7959964635270986,   val auc: 0.7686919215400527,  test auc: 0.7274024376828049
epoch: 47,  train auc: 0.7947446098791657,   val auc: 0.7977322580349278,  test auc: 0.7338710597217191
epoch: 48,  train auc: 0.8180734353301415,   val auc: 0.8103410583258028,  test auc: 0.7201021090472571
epoch: 49,  train auc: 0.8306331992748058,   val auc: 0.8043748183957184,  test auc: 0.7309275913206609
epoch: 50,  train auc: 0.8380675264934219,   val auc: 0.824935054992187,  test auc: 0.7314224492018682
epoch: 51,  train auc: 0.8414215916500289,   val auc: 0.8253137135034923,  test auc: 0.7302622513039029
epoch: 52,  train auc: 0.8477729665020917,   val auc: 0.8202260252813266,  test auc: 0.730762170345123
epoch: 53,  train auc: 0.8500743258669463,   val auc: 0.8200587149325518,  test auc: 0.7300757670716698
epoch: 54,  train auc: 0.8538455397742648,   val auc: 0.8207677887809848,  test auc: 0.7284846670240599
epoch: 55,  train auc: 0.8564013890790129,   val auc: 0.8196088214974562,  test auc: 0.7286129123797023
epoch: 56,  train auc: 0.8596962223467515,   val auc: 0.8175456270232013,  test auc: 0.7291051923204466
epoch: 57,  train auc: 0.8595427949737047,   val auc: 0.8142553252917099,  test auc: 0.7278285554248016
epoch: 58,  train auc: 0.863534072206409,   val auc: 0.8199268050818013,  test auc: 0.7271201746054509
epoch: 59,  train auc: 0.8675400244365117,   val auc: 0.807110846175606,  test auc: 0.7248938307400195
epoch: 60,  train auc: 0.869380685413538,   val auc: 0.8129040100250627,  test auc: 0.7248221922090247
epoch: 61,  train auc: 0.8710178421347987,   val auc: 0.8125780624155909,  test auc: 0.7220768540271676
epoch: 62,  train auc: 0.8752398634828864,   val auc: 0.802739820088943,  test auc: 0.7216355285710194
epoch: 63,  train auc: 0.8777661342621172,   val auc: 0.8053682882730173,  test auc: 0.7204134913505056
epoch: 64,  train auc: 0.8791607327111862,   val auc: 0.7999068695380671,  test auc: 0.7210834284177507
epoch: 65,  train auc: 0.8828854970512806,   val auc: 0.7954109329464784,  test auc: 0.7211581981912436
epoch: 66,  train auc: 0.8841256530007733,   val auc: 0.7946099282388375,  test auc: 0.720523266658043
epoch: 67,  train auc: 0.8886995912271116,   val auc: 0.793096149244433,  test auc: 0.7190699248196271
epoch: 68,  train auc: 0.8880402207318856,   val auc: 0.7952168532515597,  test auc: 0.7216571426149497
epoch: 69,  train auc: 0.8883883111548638,   val auc: 0.7976531635412643,  test auc: 0.7164251418520989
epoch: 70,  train auc: 0.8938910013225534,   val auc: 0.7872266175980135,  test auc: 0.7193619714265268
epoch: 71,  train auc: 0.894835104723559,   val auc: 0.7852704871900142,  test auc: 0.7170227117286091
epoch: 72,  train auc: 0.8923158020746372,   val auc: 0.7938773463082388,  test auc: 0.7142479157898629
epoch: 73,  train auc: 0.899033233170355,   val auc: 0.7683969974342972,  test auc: 0.7213263437626936
epoch: 74,  train auc: 0.9038348336308223,   val auc: 0.7764214041545088,  test auc: 0.7142527966537308
epoch: 75,  train auc: 0.905781034642336,   val auc: 0.7779800756832793,  test auc: 0.7148697918323775
epoch: 76,  train auc: 0.9063830957361276,   val auc: 0.7793288086267491,  test auc: 0.7154437782171404
epoch: 77,  train auc: 0.9068308143590059,   val auc: 0.7788880042662651,  test auc: 0.7162207274924084
epoch: 78,  train auc: 0.9074070367036995,   val auc: 0.7800807530097384,  test auc: 0.7150310485232934
epoch: 79,  train auc: 0.9078307041517135,   val auc: 0.7788881401278045,  test auc: 0.7146239484493435
epoch: 80,  train auc: 0.9081860595026635,   val auc: 0.7800059486294422,  test auc: 0.7151760523445159
epoch: 81,  train auc: 0.9088727292416795,   val auc: 0.7803357899212972,  test auc: 0.7138932426081904
epoch: 82,  train auc: 0.9091797922244407,   val auc: 0.779985384116124,  test auc: 0.7149632765963374
epoch: 83,  train auc: 0.9093907440420568,   val auc: 0.7794913803319601,  test auc: 0.7149300483511043
epoch: 84,  train auc: 0.909707183696266,   val auc: 0.7795854798025659,  test auc: 0.714607004146375
epoch: 85,  train auc: 0.9098967521002022,   val auc: 0.7797492116691964,  test auc: 0.7148241023369801
epoch: 86,  train auc: 0.9106179829922116,   val auc: 0.7780341566109682,  test auc: 0.7157673057743101
epoch: 87,  train auc: 0.9108115268917036,   val auc: 0.7790461858789853,  test auc: 0.7147240019784146
epoch: 88,  train auc: 0.9113004778302717,   val auc: 0.7785122269881994,  test auc: 0.7135870615797733
epoch: 89,  train auc: 0.911452049031914,   val auc: 0.7789762553800693,  test auc: 0.7129147453439255
epoch: 90,  train auc: 0.9119070697871262,   val auc: 0.7777810504889071,  test auc: 0.714757811546668
epoch: 91,  train auc: 0.9120381857945601,   val auc: 0.7792819277002343,  test auc: 0.7140992243417417
epoch: 92,  train auc: 0.9124580417180084,   val auc: 0.7790078922236054,  test auc: 0.7141849306724728
epoch: 93,  train auc: 0.9126443392073469,   val auc: 0.7787824683946728,  test auc: 0.7144232484946701
epoch: 94,  train auc: 0.9128612554851632,   val auc: 0.7793145376249877,  test auc: 0.7142885056720646
epoch: 95,  train auc: 0.9133121778099532,   val auc: 0.7785052336594671,  test auc: 0.7136073061636055
epoch: 96,  train auc: 0.913921971654134,   val auc: 0.7761016423726568,  test auc: 0.7129994749045107
epoch: 97,  train auc: 0.9139957575911704,   val auc: 0.7758148046151097,  test auc: 0.7125164851347654
epoch: 98,  train auc: 0.9142099834227821,   val auc: 0.7762397592209187,  test auc: 0.7129067134403769
epoch: 99,  train auc: 0.9145709767341966,   val auc: 0.7757621877853762,  test auc: 0.7131726734595866
retinamnist
train  auc: 0.78961  acc: 0.52870
val  auc: 0.83160  acc: 0.47500
test  auc: 0.73725  acc: 0.50000
