epoch: 0,  train auc: 0.9526724394291172,   val auc: 0.9707022778486896,  test auc: 0.9379203108228001
epoch: 1,  train auc: 0.9766368718082675,   val auc: 0.9851951496905434,  test auc: 0.9629805484401306
epoch: 2,  train auc: 0.9829703387579835,   val auc: 0.988103652326739,  test auc: 0.9680871687267779
epoch: 3,  train auc: 0.9873709267065177,   val auc: 0.9909517113447147,  test auc: 0.9670978428551819
epoch: 4,  train auc: 0.9905512765117476,   val auc: 0.99100624639756,  test auc: 0.9700722328641831
epoch: 5,  train auc: 0.9927673994154848,   val auc: 0.991805126110878,  test auc: 0.9712254035263824
epoch: 6,  train auc: 0.9933377299847465,   val auc: 0.9923366871724864,  test auc: 0.9708916918642675
epoch: 7,  train auc: 0.9942288116965293,   val auc: 0.9925269625267293,  test auc: 0.97018018162313
epoch: 8,  train auc: 0.99376064720092,   val auc: 0.9917697736888488,  test auc: 0.9681136301300707
epoch: 9,  train auc: 0.9968882640214403,   val auc: 0.991732166980428,  test auc: 0.9722850551044122
epoch: 10,  train auc: 0.9970294974287498,   val auc: 0.9921955859503891,  test auc: 0.971331619942287
epoch: 11,  train auc: 0.9964292816334379,   val auc: 0.9929814393440431,  test auc: 0.9715710138461376
epoch: 12,  train auc: 0.997545005624141,   val auc: 0.9925385553088677,  test auc: 0.9707012963078182
epoch: 13,  train auc: 0.9974615970514911,   val auc: 0.9914611579949576,  test auc: 0.9711270499839357
epoch: 14,  train auc: 0.9978779672646031,   val auc: 0.9932274460619503,  test auc: 0.9738484121442756
epoch: 15,  train auc: 0.9982517252281519,   val auc: 0.9935105468296,  test auc: 0.9734268621273294
epoch: 16,  train auc: 0.9976727717466727,   val auc: 0.9934048143933807,  test auc: 0.9735965410350189
epoch: 17,  train auc: 0.998277461772713,   val auc: 0.9927119796526945,  test auc: 0.9738708610960274
epoch: 18,  train auc: 0.9990597654793333,   val auc: 0.9934786352669976,  test auc: 0.9743818675248318
epoch: 19,  train auc: 0.9986863911460826,   val auc: 0.9932199726745853,  test auc: 0.9743221886826036
epoch: 20,  train auc: 0.9987188240211406,   val auc: 0.9926672583726365,  test auc: 0.9744246929345265
epoch: 21,  train auc: 0.9988397113707055,   val auc: 0.992877991750836,  test auc: 0.973303579978198
epoch: 22,  train auc: 0.9994293429627118,   val auc: 0.9930935316274841,  test auc: 0.9759899033613924
epoch: 23,  train auc: 0.9991314357890496,   val auc: 0.991915408854751,  test auc: 0.9737802145005946
epoch: 24,  train auc: 0.9995016571387603,   val auc: 0.9913544477740303,  test auc: 0.9722612360973418
epoch: 25,  train auc: 0.9989981168979465,   val auc: 0.9907805337013523,  test auc: 0.9710529456421849
epoch: 26,  train auc: 0.9994050772543638,   val auc: 0.9929506272717291,  test auc: 0.9730366029374952
epoch: 27,  train auc: 0.9996824218040086,   val auc: 0.9934069629399478,  test auc: 0.9748339869171411
epoch: 28,  train auc: 0.9994324816460926,   val auc: 0.9918255673514836,  test auc: 0.9694737538661541
epoch: 29,  train auc: 0.9996807879066694,   val auc: 0.992622963594183,  test auc: 0.9715155389975628
epoch: 30,  train auc: 0.9998454352824789,   val auc: 0.9931030629310927,  test auc: 0.9739564126474882
epoch: 31,  train auc: 0.9998526406050594,   val auc: 0.9923072179594205,  test auc: 0.9731267764559847
epoch: 32,  train auc: 0.999765213731227,   val auc: 0.9926121437413475,  test auc: 0.9740404819913319
epoch: 33,  train auc: 0.9996102461423845,   val auc: 0.9915110130649473,  test auc: 0.9711959274786751
epoch: 34,  train auc: 0.9997033968985267,   val auc: 0.99290778431792,  test auc: 0.9714665603947604
epoch: 35,  train auc: 0.9999527100177434,   val auc: 0.9929534436841149,  test auc: 0.9733147241979342
epoch: 36,  train auc: 0.9999506692705562,   val auc: 0.9911390140620391,  test auc: 0.9721763371169636
epoch: 37,  train auc: 0.9999492670824904,   val auc: 0.9909964349016861,  test auc: 0.9717718301251614
epoch: 38,  train auc: 0.999931496240632,   val auc: 0.9932965285528812,  test auc: 0.9748711382006108
epoch: 39,  train auc: 0.9999862704006985,   val auc: 0.9930817457559311,  test auc: 0.9734078723631114
epoch: 40,  train auc: 0.9999185948328325,   val auc: 0.9914432505373122,  test auc: 0.9716464984027131
epoch: 41,  train auc: 0.9999692535565107,   val auc: 0.9922868870103888,  test auc: 0.9744400091188059
epoch: 42,  train auc: 0.9999806793158573,   val auc: 0.9924821303691137,  test auc: 0.9741713370287609
epoch: 43,  train auc: 0.9999897207601239,   val auc: 0.992659599940673,  test auc: 0.973957952404685
epoch: 44,  train auc: 0.9998726702970958,   val auc: 0.9923119080416337,  test auc: 0.9713996904548591
epoch: 45,  train auc: 0.9999692448802339,   val auc: 0.9923521331199038,  test auc: 0.9739785913250875
epoch: 46,  train auc: 0.9999733412538361,   val auc: 0.9929336939463813,  test auc: 0.9719252326010895
epoch: 47,  train auc: 0.9999191501988332,   val auc: 0.992682510144179,  test auc: 0.9720971905598609
epoch: 48,  train auc: 0.9999549414416472,   val auc: 0.9915877121650708,  test auc: 0.9723351432341952
epoch: 49,  train auc: 0.9999954135599975,   val auc: 0.9917684745235128,  test auc: 0.9722317609007308
epoch: 50,  train auc: 1.0,   val auc: 0.9927381690103207,  test auc: 0.974844634072642
epoch: 51,  train auc: 1.0,   val auc: 0.9928377436271457,  test auc: 0.9749201323387133
epoch: 52,  train auc: 1.0,   val auc: 0.9928241881946519,  test auc: 0.9747822310627032
epoch: 53,  train auc: 1.0,   val auc: 0.9928736439174071,  test auc: 0.9751263022021192
epoch: 54,  train auc: 1.0,   val auc: 0.9927542503807941,  test auc: 0.9750001590708742
epoch: 55,  train auc: 1.0,   val auc: 0.9928869623935934,  test auc: 0.9749622425590256
epoch: 56,  train auc: 1.0,   val auc: 0.992724205689025,  test auc: 0.9748784028696588
epoch: 57,  train auc: 1.0,   val auc: 0.9926066996499909,  test auc: 0.9750517715956758
epoch: 58,  train auc: 1.0,   val auc: 0.9927189835154824,  test auc: 0.974861207477196
epoch: 59,  train auc: 1.0,   val auc: 0.9926264946129263,  test auc: 0.9746543392119004
epoch: 60,  train auc: 1.0,   val auc: 0.9922072304940254,  test auc: 0.9745555838717155
epoch: 61,  train auc: 1.0,   val auc: 0.9924990754222788,  test auc: 0.9742925984234749
epoch: 62,  train auc: 1.0,   val auc: 0.9928111230128106,  test auc: 0.9743646252099105
epoch: 63,  train auc: 1.0,   val auc: 0.9924400153947629,  test auc: 0.9744633500631804
epoch: 64,  train auc: 1.0,   val auc: 0.9924719989799534,  test auc: 0.9744007533946039
epoch: 65,  train auc: 1.0,   val auc: 0.9924330373486175,  test auc: 0.9743888782391288
epoch: 66,  train auc: 1.0,   val auc: 0.9922401677354439,  test auc: 0.9742241867112112
epoch: 67,  train auc: 1.0,   val auc: 0.9919681264611356,  test auc: 0.9737332522365012
epoch: 68,  train auc: 1.0,   val auc: 0.9918827228140296,  test auc: 0.9736626929386
epoch: 69,  train auc: 1.0,   val auc: 0.9915514365059988,  test auc: 0.9737830939102904
epoch: 70,  train auc: 1.0,   val auc: 0.9921131579548603,  test auc: 0.9740190527705862
epoch: 71,  train auc: 1.0,   val auc: 0.9924939947774584,  test auc: 0.9736145673687115
epoch: 72,  train auc: 1.0,   val auc: 0.9921412942097476,  test auc: 0.9731228300604523
epoch: 73,  train auc: 1.0,   val auc: 0.9923086775319278,  test auc: 0.973422799006261
epoch: 74,  train auc: 1.0,   val auc: 0.9915268234512401,  test auc: 0.9734927587181695
epoch: 75,  train auc: 1.0,   val auc: 0.9917336727699723,  test auc: 0.973715484313594
epoch: 76,  train auc: 1.0,   val auc: 0.9917803289317271,  test auc: 0.9737212524418584
epoch: 77,  train auc: 1.0,   val auc: 0.9918799508341848,  test auc: 0.9737669566575987
epoch: 78,  train auc: 1.0,   val auc: 0.9918324874554325,  test auc: 0.9738171774812986
epoch: 79,  train auc: 1.0,   val auc: 0.9919103340850669,  test auc: 0.9738476270831827
epoch: 80,  train auc: 1.0,   val auc: 0.9920155909003501,  test auc: 0.9738435184457831
epoch: 81,  train auc: 1.0,   val auc: 0.9920072893297682,  test auc: 0.9738264855755543
epoch: 82,  train auc: 1.0,   val auc: 0.9919930689768076,  test auc: 0.973806802934762
epoch: 83,  train auc: 1.0,   val auc: 0.9919867089463371,  test auc: 0.973880521244412
epoch: 84,  train auc: 1.0,   val auc: 0.9920039858137322,  test auc: 0.9739147388723463
epoch: 85,  train auc: 1.0,   val auc: 0.9920738332575774,  test auc: 0.9738690513830895
epoch: 86,  train auc: 1.0,   val auc: 0.9920197338264568,  test auc: 0.973778366228916
epoch: 87,  train auc: 1.0,   val auc: 0.9919320153766159,  test auc: 0.9737392319318505
epoch: 88,  train auc: 1.0,   val auc: 0.9919638620217947,  test auc: 0.9738292701144963
epoch: 89,  train auc: 1.0,   val auc: 0.9920188190617284,  test auc: 0.9737671353431487
epoch: 90,  train auc: 1.0,   val auc: 0.9919319619196688,  test auc: 0.9737175091561021
epoch: 91,  train auc: 1.0,   val auc: 0.9919894983805324,  test auc: 0.9737479223687487
epoch: 92,  train auc: 1.0,   val auc: 0.991924493846514,  test auc: 0.973755527385988
epoch: 93,  train auc: 1.0,   val auc: 0.9918866497204419,  test auc: 0.9737283059272168
epoch: 94,  train auc: 1.0,   val auc: 0.9919174610443616,  test auc: 0.9736614557299433
epoch: 95,  train auc: 1.0,   val auc: 0.991924226671041,  test auc: 0.9737021596584423
epoch: 96,  train auc: 1.0,   val auc: 0.9919165142688304,  test auc: 0.973733911703543
epoch: 97,  train auc: 1.0,   val auc: 0.9919698083587588,  test auc: 0.9736591960906292
epoch: 98,  train auc: 1.0,   val auc: 0.9920152672913585,  test auc: 0.9735358554631123
epoch: 99,  train auc: 1.0,   val auc: 0.99206682548816,  test auc: 0.9734363566263489
organsmnist
train  auc: 0.99825  acc: 0.96311
val  auc: 0.99351  acc: 0.88173
test  auc: 0.97343  acc: 0.77388
