epoch: 0,  train auc: 0.9754567893957636,   val auc: 0.9763940050932706,  test auc: 0.9745465472372435
epoch: 1,  train auc: 0.9908489724756336,   val auc: 0.9921754303146054,  test auc: 0.9915579881069232
epoch: 2,  train auc: 0.9956485581052817,   val auc: 0.9956205532614497,  test auc: 0.9952576147875299
epoch: 3,  train auc: 0.9968767672342912,   val auc: 0.9971123729164892,  test auc: 0.9953935844660837
epoch: 4,  train auc: 0.9972163012074385,   val auc: 0.997487533396532,  test auc: 0.9970763659369611
epoch: 5,  train auc: 0.9991556016200177,   val auc: 0.9989260840657805,  test auc: 0.9986408636446178
epoch: 6,  train auc: 0.9987627153922604,   val auc: 0.9978052933627745,  test auc: 0.997983515624918
epoch: 7,  train auc: 0.9996040234429742,   val auc: 0.9992892120783142,  test auc: 0.9989079664114886
epoch: 8,  train auc: 0.9986931285482497,   val auc: 0.9983370468484264,  test auc: 0.997926461440644
epoch: 9,  train auc: 0.999030751329498,   val auc: 0.9988666175727527,  test auc: 0.9980742187311282
epoch: 10,  train auc: 0.9995536698371094,   val auc: 0.9990812635119081,  test auc: 0.9985625477942416
epoch: 11,  train auc: 0.9997937521309164,   val auc: 0.9991597881371832,  test auc: 0.9989439990018344
epoch: 12,  train auc: 0.9994214413271781,   val auc: 0.9987490580304581,  test auc: 0.9978945368073449
epoch: 13,  train auc: 0.9998825921822279,   val auc: 0.9994432246129078,  test auc: 0.999147896448869
epoch: 14,  train auc: 0.9998976983271357,   val auc: 0.9991989684590737,  test auc: 0.9991453871993909
epoch: 15,  train auc: 0.9999116570570705,   val auc: 0.9993318534486453,  test auc: 0.9991279358778484
epoch: 16,  train auc: 0.9997567939103428,   val auc: 0.9984560051865591,  test auc: 0.9983697994651861
epoch: 17,  train auc: 0.9998861026961314,   val auc: 0.9995046071153499,  test auc: 0.9988483817196445
epoch: 18,  train auc: 0.9999156590865814,   val auc: 0.9996448960190206,  test auc: 0.9989361712534707
epoch: 19,  train auc: 0.9998852293524176,   val auc: 0.9993502279490123,  test auc: 0.9988350092738948
epoch: 20,  train auc: 0.9999437651857224,   val auc: 0.9992284124063201,  test auc: 0.998995777241778
epoch: 21,  train auc: 0.9999385175373765,   val auc: 0.9993931338463887,  test auc: 0.9990832573200552
epoch: 22,  train auc: 0.9999508754159282,   val auc: 0.99915809783502,  test auc: 0.9990098962684012
