epoch: 0,  train auc: 0.976947092217732,   val auc: 0.9780008108016918,  test auc: 0.9759872923583429
epoch: 1,  train auc: 0.9943895455486463,   val auc: 0.9956762332885045,  test auc: 0.9936561856480126
epoch: 2,  train auc: 0.9972520727726988,   val auc: 0.9976259645329241,  test auc: 0.9973889985993493
epoch: 3,  train auc: 0.9980912588457959,   val auc: 0.9980710281190168,  test auc: 0.9973808282546455
epoch: 4,  train auc: 0.9979497842588095,   val auc: 0.9976116132938311,  test auc: 0.9977773610783225
epoch: 5,  train auc: 0.9980731909648675,   val auc: 0.9979258145564787,  test auc: 0.9972638226354129
epoch: 6,  train auc: 0.999299906548614,   val auc: 0.9987880157907726,  test auc: 0.9988377704762142
epoch: 7,  train auc: 0.998694839053621,   val auc: 0.9984240362773796,  test auc: 0.997901015902251
epoch: 8,  train auc: 0.9987440884857887,   val auc: 0.9982522221802835,  test auc: 0.9982791375608088
epoch: 9,  train auc: 0.9993845918716258,   val auc: 0.9984700233015115,  test auc: 0.9984713643259779
epoch: 10,  train auc: 0.9994664966101392,   val auc: 0.9991174376918197,  test auc: 0.9985759573244031
epoch: 11,  train auc: 0.9988920774744581,   val auc: 0.9983316911547471,  test auc: 0.9976963994529725
epoch: 12,  train auc: 0.9998051885853246,   val auc: 0.9990961974843381,  test auc: 0.9990942529374014
epoch: 13,  train auc: 0.9996988061248424,   val auc: 0.9992147463199696,  test auc: 0.998959450353918
epoch: 14,  train auc: 0.9999093250559218,   val auc: 0.9992527614981022,  test auc: 0.9992375133498228
epoch: 15,  train auc: 0.9998986045764653,   val auc: 0.9992414481439488,  test auc: 0.9988798317025351
epoch: 16,  train auc: 0.9998375107269665,   val auc: 0.9990357876801886,  test auc: 0.9986341308894463
epoch: 17,  train auc: 0.9996956043485292,   val auc: 0.999362516483925,  test auc: 0.9987626509993222
epoch: 18,  train auc: 0.9999000087747663,   val auc: 0.9993829743170124,  test auc: 0.9988361392906254
epoch: 19,  train auc: 0.9993205282634018,   val auc: 0.9980877400106533,  test auc: 0.9979338562225353
epoch: 20,  train auc: 0.999770451890575,   val auc: 0.998850485890252,  test auc: 0.998465105605655
epoch: 21,  train auc: 0.9999152397347061,   val auc: 0.9992875385326295,  test auc: 0.9991210769892532
epoch: 22,  train auc: 0.9999324515385606,   val auc: 0.9991761468804997,  test auc: 0.9988799169121096
epoch: 23,  train auc: 0.9999872744034352,   val auc: 0.9995726111836055,  test auc: 0.9991648901152274
epoch: 24,  train auc: 0.9997303115505622,   val auc: 0.9986603460328534,  test auc: 0.9986029799283289
epoch: 25,  train auc: 0.9999585250973895,   val auc: 0.9994068212103051,  test auc: 0.9989231478461887
epoch: 26,  train auc: 0.9998670364187878,   val auc: 0.998629755763014,  test auc: 0.9986520631773005
epoch: 27,  train auc: 0.9999932443821762,   val auc: 0.9994738261580567,  test auc: 0.9992410135021692
epoch: 28,  train auc: 0.9999130184814797,   val auc: 0.9992939490914261,  test auc: 0.9989015356289349
epoch: 29,  train auc: 0.9999841601031927,   val auc: 0.9996852772729844,  test auc: 0.9992614430039622
epoch: 30,  train auc: 0.9999949331165905,   val auc: 0.9995416962233349,  test auc: 0.999236624774979
epoch: 31,  train auc: 0.9999353944963748,   val auc: 0.9993724684903297,  test auc: 0.9986361154187439
epoch: 32,  train auc: 0.9997113255556503,   val auc: 0.9991382484652055,  test auc: 0.998644322667385
epoch: 33,  train auc: 0.9999456647141427,   val auc: 0.9995531011743614,  test auc: 0.9988798276920112
epoch: 34,  train auc: 0.9999965939931518,   val auc: 0.9996406534657891,  test auc: 0.9992034466456887
epoch: 35,  train auc: 0.9999726848823837,   val auc: 0.9996503125537414,  test auc: 0.9990286446970257
epoch: 36,  train auc: 0.9999233452658502,   val auc: 0.999265919353836,  test auc: 0.9982596104330309
epoch: 37,  train auc: 0.9998287992570573,   val auc: 0.9991367008837164,  test auc: 0.9980607598417376
epoch: 38,  train auc: 0.9999949295156719,   val auc: 0.9995733787786507,  test auc: 0.9989202355130471
epoch: 39,  train auc: 0.9999906701530994,   val auc: 0.9996358634293672,  test auc: 0.9988843929604183
epoch: 40,  train auc: 0.9999998851486357,   val auc: 0.9997845525560334,  test auc: 0.9990829373351593
epoch: 41,  train auc: 0.9999910764060491,   val auc: 0.9995799227618802,  test auc: 0.9987962008352754
epoch: 42,  train auc: 0.9999909321014706,   val auc: 0.999422570689065,  test auc: 0.9990690542501549
epoch: 43,  train auc: 0.9999972883555522,   val auc: 0.9993947435097539,  test auc: 0.9989434468719185
epoch: 44,  train auc: 0.999986818547725,   val auc: 0.9993247052800835,  test auc: 0.9991030689308716
epoch: 45,  train auc: 0.9999789327111701,   val auc: 0.9995472794816521,  test auc: 0.9989278819861714
epoch: 46,  train auc: 0.9999938206021547,   val auc: 0.9994841091463511,  test auc: 0.9989668779112203
epoch: 47,  train auc: 0.9999397770583428,   val auc: 0.9991670605501941,  test auc: 0.9987247459061656
epoch: 48,  train auc: 0.9999975519081263,   val auc: 0.9995218825156723,  test auc: 0.9990789477099808
epoch: 49,  train auc: 0.999998530468651,   val auc: 0.9995098734406165,  test auc: 0.9989164781928291
epoch: 50,  train auc: 1.0,   val auc: 0.9996480657585529,  test auc: 0.9990723924061757
epoch: 51,  train auc: 1.0,   val auc: 0.9996411072711248,  test auc: 0.9990845703541248
epoch: 52,  train auc: 1.0,   val auc: 0.9996653662098184,  test auc: 0.9991020667843648
epoch: 53,  train auc: 1.0,   val auc: 0.9996619562591572,  test auc: 0.9991180163653125
epoch: 54,  train auc: 1.0,   val auc: 0.9996811594944032,  test auc: 0.9991320555619413
epoch: 55,  train auc: 1.0,   val auc: 0.9997199032528207,  test auc: 0.9991574772992754
epoch: 56,  train auc: 1.0,   val auc: 0.9997087164368812,  test auc: 0.9991320847191761
epoch: 57,  train auc: 1.0,   val auc: 0.999691381790905,  test auc: 0.9991346458258679
epoch: 58,  train auc: 1.0,   val auc: 0.9997260755465571,  test auc: 0.9991443626641587
epoch: 59,  train auc: 1.0,   val auc: 0.9996423464870717,  test auc: 0.9991190001004029
epoch: 60,  train auc: 1.0,   val auc: 0.9997192723015544,  test auc: 0.9991512700850054
