epoch: 0,  train auc: 0.9723877259689758,   val auc: 0.988221352986749,  test auc: 0.9605996566053545
epoch: 1,  train auc: 0.9988900872267377,   val auc: 0.999194954265971,  test auc: 0.9921006387560625
epoch: 2,  train auc: 0.9993683249436773,   val auc: 0.9993514447728206,  test auc: 0.9929576859866931
epoch: 3,  train auc: 0.9998696405431615,   val auc: 0.9997223158438093,  test auc: 0.9955466717913112
epoch: 4,  train auc: 0.9999283503577009,   val auc: 0.9997601749949042,  test auc: 0.9957642550524245
epoch: 5,  train auc: 0.9999167291889641,   val auc: 0.9997496327817822,  test auc: 0.9944986007941702
epoch: 6,  train auc: 0.9999156049298388,   val auc: 0.9995549504019826,  test auc: 0.9956209343306264
epoch: 7,  train auc: 0.999795879634069,   val auc: 0.99944535285106,  test auc: 0.9933969758373805
epoch: 8,  train auc: 0.9999370940197163,   val auc: 0.9993838093552828,  test auc: 0.9959405294736896
epoch: 9,  train auc: 0.9998181149590354,   val auc: 0.9995199016706867,  test auc: 0.9946184133019059
epoch: 10,  train auc: 0.9999889729300878,   val auc: 0.9998168036435924,  test auc: 0.996161415013762
epoch: 11,  train auc: 0.9999848059239448,   val auc: 0.999672728499797,  test auc: 0.996393135334155
epoch: 12,  train auc: 0.9999834854130699,   val auc: 0.9998641977215234,  test auc: 0.9963912006104519
epoch: 13,  train auc: 0.9999844933594215,   val auc: 0.9997600926331166,  test auc: 0.9968277656814852
epoch: 14,  train auc: 0.9999834890049211,   val auc: 0.9996311280018726,  test auc: 0.996426282097895
epoch: 15,  train auc: 0.9999286554561192,   val auc: 0.9996664847614462,  test auc: 0.9957914370591449
epoch: 16,  train auc: 0.9999861918682632,   val auc: 0.9998135305329573,  test auc: 0.996250704632974
epoch: 17,  train auc: 0.9999984026152405,   val auc: 0.9997264605551862,  test auc: 0.9968488732887039
epoch: 18,  train auc: 0.9999317723989087,   val auc: 0.9996737027225308,  test auc: 0.9956634881883858
epoch: 19,  train auc: 0.9999921964802535,   val auc: 0.9998297542264519,  test auc: 0.9966244890205501
epoch: 20,  train auc: 0.9999897485179953,   val auc: 0.9998434334844433,  test auc: 0.9967195294074057
epoch: 21,  train auc: 0.999990555184264,   val auc: 0.9998225005501653,  test auc: 0.9954477445263613
epoch: 22,  train auc: 0.9999694387495982,   val auc: 0.9997781847890367,  test auc: 0.9960467592869005
epoch: 23,  train auc: 0.9999986665923492,   val auc: 0.9997417445730353,  test auc: 0.9971656626209991
epoch: 24,  train auc: 0.9999998183644362,   val auc: 0.9998900210268279,  test auc: 0.9974807864900932
epoch: 25,  train auc: 0.9999964522314987,   val auc: 0.999826647412711,  test auc: 0.9971654676989231
epoch: 26,  train auc: 0.9999962493010975,   val auc: 0.9998723039978953,  test auc: 0.9971081727339512
epoch: 27,  train auc: 0.9999983275647192,   val auc: 0.9998594236119025,  test auc: 0.9973109968452711
epoch: 28,  train auc: 0.9999980099741509,   val auc: 0.9997542506840266,  test auc: 0.9971568305239207
epoch: 29,  train auc: 0.999969490945379,   val auc: 0.9994339772761758,  test auc: 0.9960549375115098
epoch: 30,  train auc: 0.999967145109446,   val auc: 0.9997006487544264,  test auc: 0.996619008729611
epoch: 31,  train auc: 0.9999981001116631,   val auc: 0.9997897349618742,  test auc: 0.9971569326581565
epoch: 32,  train auc: 0.9999994089864633,   val auc: 0.999724643937112,  test auc: 0.9972197989624839
epoch: 33,  train auc: 0.9999869395589805,   val auc: 0.9997391402485314,  test auc: 0.9966818305223178
epoch: 34,  train auc: 0.9999989788610921,   val auc: 0.9998751733107508,  test auc: 0.99723057792976
epoch: 35,  train auc: 0.9999973732032802,   val auc: 0.9997482221073587,  test auc: 0.9976277686562643
epoch: 36,  train auc: 0.9999979850368422,   val auc: 0.9998917632088031,  test auc: 0.9967039759151262
epoch: 37,  train auc: 0.9999948490143923,   val auc: 0.99981761969437,  test auc: 0.9968726412875332
epoch: 38,  train auc: 0.9999996306589203,   val auc: 0.9999546423222906,  test auc: 0.9972730351717014
epoch: 39,  train auc: 0.9999968372497618,   val auc: 0.9998044195303812,  test auc: 0.9967590013182953
epoch: 40,  train auc: 0.9999938053123123,   val auc: 0.9998217406288439,  test auc: 0.9965241599766123
epoch: 41,  train auc: 0.9999956226808288,   val auc: 0.9998409072842048,  test auc: 0.9971021807566288
epoch: 42,  train auc: 0.9999817101899269,   val auc: 0.9997608593524963,  test auc: 0.9955189458916411
epoch: 43,  train auc: 0.9999968639753721,   val auc: 0.9999187414867261,  test auc: 0.9968059796205335
epoch: 44,  train auc: 0.9999996379130757,   val auc: 0.9998699190282906,  test auc: 0.9971917914758024
epoch: 45,  train auc: 0.999999804150754,   val auc: 0.9999178406750904,  test auc: 0.9973593002550863
epoch: 46,  train auc: 0.9999955325351241,   val auc: 0.9997590861020682,  test auc: 0.9967901837947405
epoch: 47,  train auc: 0.9999984991714957,   val auc: 0.9999477486470081,  test auc: 0.9963737365030018
epoch: 48,  train auc: 0.99997554512403,   val auc: 0.9998237813685161,  test auc: 0.9956789656269783
epoch: 49,  train auc: 0.9999999312058812,   val auc: 0.9998881600778643,  test auc: 0.997478771429916
epoch: 50,  train auc: 1.0,   val auc: 0.9999334601541308,  test auc: 0.9978056575015344
epoch: 51,  train auc: 1.0,   val auc: 0.9999445763150002,  test auc: 0.9976868657261408
