epoch: 0,  train auc: 0.6091589518012719,   val auc: 0.5672514619883041,  test auc: 0.6054720133667503
epoch: 1,  train auc: 0.49055461783710974,   val auc: 0.6031746031746031,  test auc: 0.5131578947368421
epoch: 2,  train auc: 0.4830187714183417,   val auc: 0.6065162907268171,  test auc: 0.48872180451127817
epoch: 3,  train auc: 0.5021226535727072,   val auc: 0.6265664160401003,  test auc: 0.5091896407685882
epoch: 4,  train auc: 0.5853835268443216,   val auc: 0.6324143692564745,  test auc: 0.5513784461152882
epoch: 5,  train auc: 0.6210679760626054,   val auc: 0.568922305764411,  test auc: 0.5850041771094402
epoch: 6,  train auc: 0.6175216953949499,   val auc: 0.5363408521303258,  test auc: 0.5927318295739349
epoch: 7,  train auc: 0.5862700970112356,   val auc: 0.5037593984962405,  test auc: 0.5561821219715957
epoch: 8,  train auc: 0.5686239408043918,   val auc: 0.456140350877193,  test auc: 0.5561821219715958
epoch: 9,  train auc: 0.5526571530867986,   val auc: 0.43107769423558895,  test auc: 0.518796992481203
epoch: 10,  train auc: 0.5521456702981945,   val auc: 0.4335839598997494,  test auc: 0.5250626566416041
epoch: 11,  train auc: 0.5579765740882819,   val auc: 0.42857142857142855,  test auc: 0.5378028404344194
epoch: 12,  train auc: 0.5557430992447103,   val auc: 0.42272347535505433,  test auc: 0.534670008354219
epoch: 13,  train auc: 0.5660580021482278,   val auc: 0.44360902255639095,  test auc: 0.5534670008354219
epoch: 14,  train auc: 0.578955893134196,   val auc: 0.4569757727652464,  test auc: 0.5726817042606516
epoch: 15,  train auc: 0.5881540586159275,   val auc: 0.45781119465329995,  test auc: 0.5889724310776943
epoch: 16,  train auc: 0.6138645934564302,   val auc: 0.4995822890559733,  test auc: 0.6027568922305764
epoch: 17,  train auc: 0.6200364857722538,   val auc: 0.4837092731829574,  test auc: 0.6217627401837929
epoch: 18,  train auc: 0.6323461715513273,   val auc: 0.48788638262322476,  test auc: 0.628654970760234
epoch: 19,  train auc: 0.6265237924743833,   val auc: 0.5388471177944862,  test auc: 0.6131996658312449
epoch: 20,  train auc: 0.6572212845037764,   val auc: 0.5238095238095238,  test auc: 0.6225981620718464
epoch: 21,  train auc: 0.6746457981688916,   val auc: 0.5914786967418546,  test auc: 0.6562238930659984
epoch: 22,  train auc: 0.6433941997851773,   val auc: 0.5472013366750208,  test auc: 0.6251044277360066
