epoch: 0,  train auc: 0.653229766613845,   val auc: 0.6660448424163908,  test auc: 0.6733381290993004
epoch: 1,  train auc: 0.6947094055974354,   val auc: 0.7220945598882288,  test auc: 0.7032193955113455
epoch: 2,  train auc: 0.7360808321234187,   val auc: 0.7825547145935399,  test auc: 0.7140492502788642
epoch: 3,  train auc: 0.728585925440109,   val auc: 0.741291644056709,  test auc: 0.7147033336583621
epoch: 4,  train auc: 0.7367866485131919,   val auc: 0.770511410424759,  test auc: 0.7194472539613143
epoch: 5,  train auc: 0.7360266213504312,   val auc: 0.7626662526246812,  test auc: 0.7180224858009558
epoch: 6,  train auc: 0.7342329014725402,   val auc: 0.7506538314751893,  test auc: 0.7207849011880869
epoch: 7,  train auc: 0.7284267520155867,   val auc: 0.7414127724522843,  test auc: 0.7263859464013477
epoch: 8,  train auc: 0.7325944296586627,   val auc: 0.7359410829078259,  test auc: 0.7240161515156041
epoch: 9,  train auc: 0.741006508863006,   val auc: 0.7631827006764459,  test auc: 0.7159559823028511
epoch: 10,  train auc: 0.7394992266075788,   val auc: 0.768664594402123,  test auc: 0.7259167263632171
epoch: 11,  train auc: 0.7299318197819377,   val auc: 0.7298204490511889,  test auc: 0.7073519629692141
epoch: 12,  train auc: 0.7448361561803513,   val auc: 0.7654413783690671,  test auc: 0.7170416693128873
epoch: 13,  train auc: 0.7319243641556318,   val auc: 0.739857877529426,  test auc: 0.7141066058200591
epoch: 14,  train auc: 0.7436624725484868,   val auc: 0.7706036123099433,  test auc: 0.7193444101681497
epoch: 15,  train auc: 0.7565972615525756,   val auc: 0.7937387557607237,  test auc: 0.7177505129617028
epoch: 16,  train auc: 0.7582267378161598,   val auc: 0.8020667131156834,  test auc: 0.7290712399410426
epoch: 17,  train auc: 0.7643523555595975,   val auc: 0.7956980470866817,  test auc: 0.7210865552342393
epoch: 18,  train auc: 0.7582856548305059,   val auc: 0.7744300331783932,  test auc: 0.7118466760382829
epoch: 19,  train auc: 0.7651695379122834,   val auc: 0.7864118076262241,  test auc: 0.7200307006114414
epoch: 20,  train auc: 0.7558656780337675,   val auc: 0.790583286315628,  test auc: 0.7199245062125061
epoch: 21,  train auc: 0.760844978857625,   val auc: 0.794861324589471,  test auc: 0.7227250893370352
epoch: 22,  train auc: 0.7500003252956151,   val auc: 0.771789851330126,  test auc: 0.7354282388594571
epoch: 23,  train auc: 0.7619075231154433,   val auc: 0.775355886422248,  test auc: 0.7170990848659896
epoch: 24,  train auc: 0.7554024459837406,   val auc: 0.7756789599162597,  test auc: 0.7156459142659438
epoch: 25,  train auc: 0.7590286566382529,   val auc: 0.7659532418001526,  test auc: 0.7269136550469669
epoch: 26,  train auc: 0.775043968312886,   val auc: 0.8118856750645463,  test auc: 0.7275701123755519
epoch: 27,  train auc: 0.7749874537640171,   val auc: 0.805102865493407,  test auc: 0.7235978649071624
epoch: 28,  train auc: 0.7535402158166272,   val auc: 0.7611853383275199,  test auc: 0.7204203039103151
epoch: 29,  train auc: 0.7679676519717435,   val auc: 0.7801172595153526,  test auc: 0.7117699608507276
epoch: 30,  train auc: 0.7762526916555673,   val auc: 0.7946333552737062,  test auc: 0.7164472463537587
epoch: 31,  train auc: 0.7786683476862434,   val auc: 0.7933887502022513,  test auc: 0.7186692861179494
epoch: 32,  train auc: 0.7804285518850254,   val auc: 0.7650285062311759,  test auc: 0.7137842677713968
epoch: 33,  train auc: 0.7859497772065683,   val auc: 0.7944100595875576,  test auc: 0.7132827002144726
epoch: 34,  train auc: 0.788905762641489,   val auc: 0.7977699627123731,  test auc: 0.7156817842248743
epoch: 35,  train auc: 0.7919473746561896,   val auc: 0.7813884493476408,  test auc: 0.718106106351956
epoch: 36,  train auc: 0.7780967675261101,   val auc: 0.7747113380728943,  test auc: 0.7044848861904762
epoch: 37,  train auc: 0.7843779983853969,   val auc: 0.769855886679075,  test auc: 0.7212875933525423
epoch: 38,  train auc: 0.7908518282421411,   val auc: 0.77966653410719,  test auc: 0.7057982467380721
epoch: 39,  train auc: 0.7963883920000855,   val auc: 0.8024185414861996,  test auc: 0.7149659883232499
