epoch: 0,  train auc: 0.9790454235773666,   val auc: 0.9887801969012003,  test auc: 0.9657807298078815
epoch: 1,  train auc: 0.9927148993687342,   val auc: 0.9954897395776876,  test auc: 0.9822697639308657
epoch: 2,  train auc: 0.996087856547621,   val auc: 0.9982401767240393,  test auc: 0.9852378251768937
epoch: 3,  train auc: 0.9975100444208963,   val auc: 0.998718254030311,  test auc: 0.9851731254876751
epoch: 4,  train auc: 0.9982559083566508,   val auc: 0.9986058890863567,  test auc: 0.9865305401600832
epoch: 5,  train auc: 0.9990548888795048,   val auc: 0.9990085001621519,  test auc: 0.9886579800624294
epoch: 6,  train auc: 0.9994372974804645,   val auc: 0.9985414890190775,  test auc: 0.9865742959631699
epoch: 7,  train auc: 0.9994849516583248,   val auc: 0.9990034478216501,  test auc: 0.9871451329260665
epoch: 8,  train auc: 0.9997350273943002,   val auc: 0.9988958567359386,  test auc: 0.9894991196752052
epoch: 9,  train auc: 0.9998721368774153,   val auc: 0.9987103571346574,  test auc: 0.9900344180901928
epoch: 10,  train auc: 0.999958046787144,   val auc: 0.9993359120477081,  test auc: 0.9910625663156694
epoch: 11,  train auc: 0.9999546248191336,   val auc: 0.9992400418572873,  test auc: 0.9904189234758779
epoch: 12,  train auc: 0.9999790422541246,   val auc: 0.9994048810624587,  test auc: 0.9911334965841035
epoch: 13,  train auc: 0.9999789746513362,   val auc: 0.9991567530388896,  test auc: 0.9927819625130482
epoch: 14,  train auc: 0.9999497595808908,   val auc: 0.9992230845670825,  test auc: 0.9914965674454581
epoch: 15,  train auc: 0.9997969482261677,   val auc: 0.9990553528073051,  test auc: 0.9895203789283508
epoch: 16,  train auc: 0.9998069878462844,   val auc: 0.9991798496745345,  test auc: 0.9901880419575161
epoch: 17,  train auc: 0.999908424785893,   val auc: 0.9995756578492823,  test auc: 0.9902466616372423
epoch: 18,  train auc: 0.9998629841510738,   val auc: 0.9985700242970286,  test auc: 0.9913928727595823
epoch: 19,  train auc: 0.9999863576971144,   val auc: 0.9993541390545435,  test auc: 0.9912299036521255
epoch: 20,  train auc: 0.9999346733478333,   val auc: 0.9990833415744681,  test auc: 0.991222847227543
