epoch: 0,  train auc: 0.9380755541538633,   val auc: 0.9461074349522641,  test auc: 0.9185654449811238
epoch: 1,  train auc: 0.9979767082446503,   val auc: 0.9991128843470244,  test auc: 0.9898318645075304
epoch: 2,  train auc: 0.999089568809324,   val auc: 0.999462860198074,  test auc: 0.9919429885486362
epoch: 3,  train auc: 0.9998076936241563,   val auc: 0.9996037893247597,  test auc: 0.9939482292210658
epoch: 4,  train auc: 0.9999053182376223,   val auc: 0.9998067785597565,  test auc: 0.9947992957644783
epoch: 5,  train auc: 0.9998111353025535,   val auc: 0.9996048697119702,  test auc: 0.9940000319771252
epoch: 6,  train auc: 0.9999348721397948,   val auc: 0.9995912306348127,  test auc: 0.995700792861047
epoch: 7,  train auc: 0.9999734120028188,   val auc: 0.9997583654274821,  test auc: 0.9961789239600883
epoch: 8,  train auc: 0.9998688031331068,   val auc: 0.9995974234332968,  test auc: 0.9945544062102308
epoch: 9,  train auc: 0.9999118147227506,   val auc: 0.9997755298970936,  test auc: 0.9958264161659048
epoch: 10,  train auc: 0.9999916483753232,   val auc: 0.9998732019101688,  test auc: 0.9967049585968817
epoch: 11,  train auc: 0.9999436719582565,   val auc: 0.9994936447914423,  test auc: 0.9945415068904581
epoch: 12,  train auc: 0.9999901282557251,   val auc: 0.9998216272998605,  test auc: 0.9965996282819294
epoch: 13,  train auc: 0.9999877789488355,   val auc: 0.9998896225709492,  test auc: 0.9963953314038392
epoch: 14,  train auc: 0.9999890067072011,   val auc: 0.9998234729568498,  test auc: 0.9961901246838188
epoch: 15,  train auc: 0.999998347241643,   val auc: 0.9998813011714828,  test auc: 0.9969249293041309
epoch: 16,  train auc: 0.9999329237630168,   val auc: 0.9993630905027356,  test auc: 0.9950929627158159
epoch: 17,  train auc: 0.9999981759064256,   val auc: 0.9998656051166844,  test auc: 0.997250660824501
epoch: 18,  train auc: 0.9999739834335103,   val auc: 0.9997096559690614,  test auc: 0.9962034080360115
epoch: 19,  train auc: 0.9999891095625518,   val auc: 0.9998270108786431,  test auc: 0.9966219213112516
epoch: 20,  train auc: 0.9999915771443664,   val auc: 0.999773104972646,  test auc: 0.9964053851510024
epoch: 21,  train auc: 0.9999967007573727,   val auc: 0.9998935003614391,  test auc: 0.9968151443577876
epoch: 22,  train auc: 0.999986519993288,   val auc: 0.999827561518763,  test auc: 0.9955560703669033
epoch: 23,  train auc: 0.9999983235083435,   val auc: 0.9999199342589637,  test auc: 0.9971031822527325
epoch: 24,  train auc: 0.9999630780196619,   val auc: 0.9998835866579018,  test auc: 0.9954912279474516
epoch: 25,  train auc: 0.9999975955774963,   val auc: 0.9999126092518785,  test auc: 0.9972258480332505
epoch: 26,  train auc: 0.9999961736297244,   val auc: 0.9998607128555396,  test auc: 0.9965229377191206
epoch: 27,  train auc: 0.9999870227115255,   val auc: 0.9998312897671652,  test auc: 0.9968336547480519
epoch: 28,  train auc: 0.9999961691515686,   val auc: 0.9999432021300932,  test auc: 0.99646872472581
epoch: 29,  train auc: 0.9999976258706379,   val auc: 0.999851455519071,  test auc: 0.997094244461918
epoch: 30,  train auc: 0.9999989001879634,   val auc: 0.9999535882232315,  test auc: 0.9973768733402544
epoch: 31,  train auc: 0.9999927688806566,   val auc: 0.9998901514613763,  test auc: 0.9965948543115821
epoch: 32,  train auc: 0.9999996678085415,   val auc: 0.9997938746502438,  test auc: 0.9974735474405443
epoch: 33,  train auc: 0.999833174767994,   val auc: 0.9994782096006016,  test auc: 0.9951866612541532
epoch: 34,  train auc: 0.9999891197767515,   val auc: 0.9998960759864898,  test auc: 0.9965612645230273
epoch: 35,  train auc: 0.9999978279926832,   val auc: 0.9998844854926617,  test auc: 0.9972985811404841
epoch: 36,  train auc: 0.9999986164891943,   val auc: 0.9999160610737863,  test auc: 0.997445616184997
epoch: 37,  train auc: 0.9999913995715084,   val auc: 0.9997953471968788,  test auc: 0.9967016962949817
epoch: 38,  train auc: 0.9999978790495305,   val auc: 0.9999378658889484,  test auc: 0.996411928387607
epoch: 39,  train auc: 0.999992152206221,   val auc: 0.9995911159091456,  test auc: 0.9963956275909848
epoch: 40,  train auc: 0.999995917843102,   val auc: 0.9997794060309033,  test auc: 0.996684671279937
epoch: 41,  train auc: 0.9999988671408687,   val auc: 0.9999077805021773,  test auc: 0.9970872600837342
epoch: 42,  train auc: 0.9999962114050139,   val auc: 0.9997931382598519,  test auc: 0.9968842133065159
epoch: 43,  train auc: 0.9999943429532661,   val auc: 0.9998034132324193,  test auc: 0.9962621716143171
epoch: 44,  train auc: 0.999999785094283,   val auc: 0.9999301808144438,  test auc: 0.9976034736410088
epoch: 45,  train auc: 0.9999908565524934,   val auc: 0.9998848730169612,  test auc: 0.9953771102632956
epoch: 46,  train auc: 0.9999991107043403,   val auc: 0.9999174903553385,  test auc: 0.9970955888752336
epoch: 47,  train auc: 0.9999706192273655,   val auc: 0.9997205278811734,  test auc: 0.9954951501706577
epoch: 48,  train auc: 0.9999982542156254,   val auc: 0.9997720675580474,  test auc: 0.9973876286278114
epoch: 49,  train auc: 0.9999974824426426,   val auc: 0.9998072354063985,  test auc: 0.9971668883980233
epoch: 50,  train auc: 1.0,   val auc: 0.9998917015345838,  test auc: 0.9977945079842679
epoch: 51,  train auc: 1.0,   val auc: 0.9999107456408752,  test auc: 0.9979002266573669
epoch: 52,  train auc: 1.0,   val auc: 0.9999152541898962,  test auc: 0.9979345371051148
epoch: 53,  train auc: 1.0,   val auc: 0.9999289836700533,  test auc: 0.9979303865957366
epoch: 54,  train auc: 1.0,   val auc: 0.999925497111348,  test auc: 0.9980030689370006
epoch: 55,  train auc: 1.0,   val auc: 0.9999435593614144,  test auc: 0.9979492054593173
epoch: 56,  train auc: 1.0,   val auc: 0.9999278129377145,  test auc: 0.9980910217133104
epoch: 57,  train auc: 1.0,   val auc: 0.9999241409177606,  test auc: 0.9981145252436904
epoch: 58,  train auc: 1.0,   val auc: 0.9999363463062775,  test auc: 0.9981237803800226
epoch: 59,  train auc: 1.0,   val auc: 0.9999217494012318,  test auc: 0.9981230253413685
epoch: 60,  train auc: 1.0,   val auc: 0.9999502189609167,  test auc: 0.9980710456265133
epoch: 61,  train auc: 1.0,   val auc: 0.9999565548683079,  test auc: 0.9980914345301302
organamnist
train  auc: 1.00000  acc: 1.00000
val  auc: 0.99996  acc: 0.98937
test  auc: 0.99809  acc: 0.94077
